이미지,제목,설명,가수,곡명
https://img.youtube.com/vi/e0DmU2_SsSM/maxresdefault.jpg,지친 너에게 잔잔한 위로를,"#팝송추천 #플레이리스트 #노래추천 가끔은 너의 인생이 너무 벅차 주저앉고 싶을지도 모르겠다.끊임없이 몰아치는 인생의 시련들.그 속에서 너는, 마치 금방이라도 쓰러질 것 같은 팽이처럼 위태롭게 버티고 있는지도 모르겠다.그래, 시련은 성난 파도와 같아서 매몰차게 너에게로 밀려 들어오겠지.때로는 해일처럼 밀려오는 시련에, 깊은 절망의 한복판으로 가라앉아 버릴 때도 있겠지.애써 피해보려 하지만 결코 피할 수 없는 인생의 시련들.하지만, 그렇게 두려움에 떨면서도 이내 발걸음을 옮기는 너.진정한 용기란 두려움을 느끼지 않는 것이 아니라,두려움 속에서도 물러나지 않는 것임을 너는 알기에.그 안개가 자욱한 길 속에서도 더듬 더듬 주위를 짚으며 조심히 한 걸음 또 한 걸음을 내딛다 보면, 어느새 안개는 말끔히 걷히고 놀랍도록 아름다운 광경들이 선명히 드러날 것을 너는 분명히 알고 있기에.태풍이 헤집고 지나간 자리도 결국엔 다시 새로운 생명이 피어나듯, 시련이 비집고 지나간 너에게도 다시금 새로운 희망이 피어났으면 좋겠다.그렇게 소담스레 피어난 너의 희망이 오래도록 지지 않은 채 짙은 향기를 마음껏 뿜어내었으면 좋겠다.by 네고막을책임져도될까?","92914, HanMinji",Someday
https://img.youtube.com/vi/e0DmU2_SsSM/maxresdefault.jpg,지친 너에게 잔잔한 위로를,"#팝송추천 #플레이리스트 #노래추천 가끔은 너의 인생이 너무 벅차 주저앉고 싶을지도 모르겠다.끊임없이 몰아치는 인생의 시련들.그 속에서 너는, 마치 금방이라도 쓰러질 것 같은 팽이처럼 위태롭게 버티고 있는지도 모르겠다.그래, 시련은 성난 파도와 같아서 매몰차게 너에게로 밀려 들어오겠지.때로는 해일처럼 밀려오는 시련에, 깊은 절망의 한복판으로 가라앉아 버릴 때도 있겠지.애써 피해보려 하지만 결코 피할 수 없는 인생의 시련들.하지만, 그렇게 두려움에 떨면서도 이내 발걸음을 옮기는 너.진정한 용기란 두려움을 느끼지 않는 것이 아니라,두려움 속에서도 물러나지 않는 것임을 너는 알기에.그 안개가 자욱한 길 속에서도 더듬 더듬 주위를 짚으며 조심히 한 걸음 또 한 걸음을 내딛다 보면, 어느새 안개는 말끔히 걷히고 놀랍도록 아름다운 광경들이 선명히 드러날 것을 너는 분명히 알고 있기에.태풍이 헤집고 지나간 자리도 결국엔 다시 새로운 생명이 피어나듯, 시련이 비집고 지나간 너에게도 다시금 새로운 희망이 피어났으면 좋겠다.그렇게 소담스레 피어난 너의 희망이 오래도록 지지 않은 채 짙은 향기를 마음껏 뿜어내었으면 좋겠다.by 네고막을책임져도될까?",Sarah Kang,Nothing
https://img.youtube.com/vi/e0DmU2_SsSM/maxresdefault.jpg,지친 너에게 잔잔한 위로를,"#팝송추천 #플레이리스트 #노래추천 가끔은 너의 인생이 너무 벅차 주저앉고 싶을지도 모르겠다.끊임없이 몰아치는 인생의 시련들.그 속에서 너는, 마치 금방이라도 쓰러질 것 같은 팽이처럼 위태롭게 버티고 있는지도 모르겠다.그래, 시련은 성난 파도와 같아서 매몰차게 너에게로 밀려 들어오겠지.때로는 해일처럼 밀려오는 시련에, 깊은 절망의 한복판으로 가라앉아 버릴 때도 있겠지.애써 피해보려 하지만 결코 피할 수 없는 인생의 시련들.하지만, 그렇게 두려움에 떨면서도 이내 발걸음을 옮기는 너.진정한 용기란 두려움을 느끼지 않는 것이 아니라,두려움 속에서도 물러나지 않는 것임을 너는 알기에.그 안개가 자욱한 길 속에서도 더듬 더듬 주위를 짚으며 조심히 한 걸음 또 한 걸음을 내딛다 보면, 어느새 안개는 말끔히 걷히고 놀랍도록 아름다운 광경들이 선명히 드러날 것을 너는 분명히 알고 있기에.태풍이 헤집고 지나간 자리도 결국엔 다시 새로운 생명이 피어나듯, 시련이 비집고 지나간 너에게도 다시금 새로운 희망이 피어났으면 좋겠다.그렇게 소담스레 피어난 너의 희망이 오래도록 지지 않은 채 짙은 향기를 마음껏 뿜어내었으면 좋겠다.by 네고막을책임져도될까?",The Paper Kites,Nothing More Than That
https://img.youtube.com/vi/e0DmU2_SsSM/maxresdefault.jpg,지친 너에게 잔잔한 위로를,"#팝송추천 #플레이리스트 #노래추천 가끔은 너의 인생이 너무 벅차 주저앉고 싶을지도 모르겠다.끊임없이 몰아치는 인생의 시련들.그 속에서 너는, 마치 금방이라도 쓰러질 것 같은 팽이처럼 위태롭게 버티고 있는지도 모르겠다.그래, 시련은 성난 파도와 같아서 매몰차게 너에게로 밀려 들어오겠지.때로는 해일처럼 밀려오는 시련에, 깊은 절망의 한복판으로 가라앉아 버릴 때도 있겠지.애써 피해보려 하지만 결코 피할 수 없는 인생의 시련들.하지만, 그렇게 두려움에 떨면서도 이내 발걸음을 옮기는 너.진정한 용기란 두려움을 느끼지 않는 것이 아니라,두려움 속에서도 물러나지 않는 것임을 너는 알기에.그 안개가 자욱한 길 속에서도 더듬 더듬 주위를 짚으며 조심히 한 걸음 또 한 걸음을 내딛다 보면, 어느새 안개는 말끔히 걷히고 놀랍도록 아름다운 광경들이 선명히 드러날 것을 너는 분명히 알고 있기에.태풍이 헤집고 지나간 자리도 결국엔 다시 새로운 생명이 피어나듯, 시련이 비집고 지나간 너에게도 다시금 새로운 희망이 피어났으면 좋겠다.그렇게 소담스레 피어난 너의 희망이 오래도록 지지 않은 채 짙은 향기를 마음껏 뿜어내었으면 좋겠다.by 네고막을책임져도될까?",Arash Buana,i've always loved you
https://img.youtube.com/vi/e0DmU2_SsSM/maxresdefault.jpg,지친 너에게 잔잔한 위로를,"#팝송추천 #플레이리스트 #노래추천 가끔은 너의 인생이 너무 벅차 주저앉고 싶을지도 모르겠다.끊임없이 몰아치는 인생의 시련들.그 속에서 너는, 마치 금방이라도 쓰러질 것 같은 팽이처럼 위태롭게 버티고 있는지도 모르겠다.그래, 시련은 성난 파도와 같아서 매몰차게 너에게로 밀려 들어오겠지.때로는 해일처럼 밀려오는 시련에, 깊은 절망의 한복판으로 가라앉아 버릴 때도 있겠지.애써 피해보려 하지만 결코 피할 수 없는 인생의 시련들.하지만, 그렇게 두려움에 떨면서도 이내 발걸음을 옮기는 너.진정한 용기란 두려움을 느끼지 않는 것이 아니라,두려움 속에서도 물러나지 않는 것임을 너는 알기에.그 안개가 자욱한 길 속에서도 더듬 더듬 주위를 짚으며 조심히 한 걸음 또 한 걸음을 내딛다 보면, 어느새 안개는 말끔히 걷히고 놀랍도록 아름다운 광경들이 선명히 드러날 것을 너는 분명히 알고 있기에.태풍이 헤집고 지나간 자리도 결국엔 다시 새로운 생명이 피어나듯, 시련이 비집고 지나간 너에게도 다시금 새로운 희망이 피어났으면 좋겠다.그렇게 소담스레 피어난 너의 희망이 오래도록 지지 않은 채 짙은 향기를 마음껏 뿜어내었으면 좋겠다.by 네고막을책임져도될까?",hongjoin,The Last Time
https://img.youtube.com/vi/e0DmU2_SsSM/maxresdefault.jpg,지친 너에게 잔잔한 위로를,"#팝송추천 #플레이리스트 #노래추천 가끔은 너의 인생이 너무 벅차 주저앉고 싶을지도 모르겠다.끊임없이 몰아치는 인생의 시련들.그 속에서 너는, 마치 금방이라도 쓰러질 것 같은 팽이처럼 위태롭게 버티고 있는지도 모르겠다.그래, 시련은 성난 파도와 같아서 매몰차게 너에게로 밀려 들어오겠지.때로는 해일처럼 밀려오는 시련에, 깊은 절망의 한복판으로 가라앉아 버릴 때도 있겠지.애써 피해보려 하지만 결코 피할 수 없는 인생의 시련들.하지만, 그렇게 두려움에 떨면서도 이내 발걸음을 옮기는 너.진정한 용기란 두려움을 느끼지 않는 것이 아니라,두려움 속에서도 물러나지 않는 것임을 너는 알기에.그 안개가 자욱한 길 속에서도 더듬 더듬 주위를 짚으며 조심히 한 걸음 또 한 걸음을 내딛다 보면, 어느새 안개는 말끔히 걷히고 놀랍도록 아름다운 광경들이 선명히 드러날 것을 너는 분명히 알고 있기에.태풍이 헤집고 지나간 자리도 결국엔 다시 새로운 생명이 피어나듯, 시련이 비집고 지나간 너에게도 다시금 새로운 희망이 피어났으면 좋겠다.그렇게 소담스레 피어난 너의 희망이 오래도록 지지 않은 채 짙은 향기를 마음껏 뿜어내었으면 좋겠다.by 네고막을책임져도될까?",Luara Zocca,The Art Of Getting By
https://img.youtube.com/vi/e0DmU2_SsSM/maxresdefault.jpg,지친 너에게 잔잔한 위로를,"#팝송추천 #플레이리스트 #노래추천 가끔은 너의 인생이 너무 벅차 주저앉고 싶을지도 모르겠다.끊임없이 몰아치는 인생의 시련들.그 속에서 너는, 마치 금방이라도 쓰러질 것 같은 팽이처럼 위태롭게 버티고 있는지도 모르겠다.그래, 시련은 성난 파도와 같아서 매몰차게 너에게로 밀려 들어오겠지.때로는 해일처럼 밀려오는 시련에, 깊은 절망의 한복판으로 가라앉아 버릴 때도 있겠지.애써 피해보려 하지만 결코 피할 수 없는 인생의 시련들.하지만, 그렇게 두려움에 떨면서도 이내 발걸음을 옮기는 너.진정한 용기란 두려움을 느끼지 않는 것이 아니라,두려움 속에서도 물러나지 않는 것임을 너는 알기에.그 안개가 자욱한 길 속에서도 더듬 더듬 주위를 짚으며 조심히 한 걸음 또 한 걸음을 내딛다 보면, 어느새 안개는 말끔히 걷히고 놀랍도록 아름다운 광경들이 선명히 드러날 것을 너는 분명히 알고 있기에.태풍이 헤집고 지나간 자리도 결국엔 다시 새로운 생명이 피어나듯, 시련이 비집고 지나간 너에게도 다시금 새로운 희망이 피어났으면 좋겠다.그렇게 소담스레 피어난 너의 희망이 오래도록 지지 않은 채 짙은 향기를 마음껏 뿜어내었으면 좋겠다.by 네고막을책임져도될까?",Elina,Remember
https://img.youtube.com/vi/e0DmU2_SsSM/maxresdefault.jpg,지친 너에게 잔잔한 위로를,"#팝송추천 #플레이리스트 #노래추천 가끔은 너의 인생이 너무 벅차 주저앉고 싶을지도 모르겠다.끊임없이 몰아치는 인생의 시련들.그 속에서 너는, 마치 금방이라도 쓰러질 것 같은 팽이처럼 위태롭게 버티고 있는지도 모르겠다.그래, 시련은 성난 파도와 같아서 매몰차게 너에게로 밀려 들어오겠지.때로는 해일처럼 밀려오는 시련에, 깊은 절망의 한복판으로 가라앉아 버릴 때도 있겠지.애써 피해보려 하지만 결코 피할 수 없는 인생의 시련들.하지만, 그렇게 두려움에 떨면서도 이내 발걸음을 옮기는 너.진정한 용기란 두려움을 느끼지 않는 것이 아니라,두려움 속에서도 물러나지 않는 것임을 너는 알기에.그 안개가 자욱한 길 속에서도 더듬 더듬 주위를 짚으며 조심히 한 걸음 또 한 걸음을 내딛다 보면, 어느새 안개는 말끔히 걷히고 놀랍도록 아름다운 광경들이 선명히 드러날 것을 너는 분명히 알고 있기에.태풍이 헤집고 지나간 자리도 결국엔 다시 새로운 생명이 피어나듯, 시련이 비집고 지나간 너에게도 다시금 새로운 희망이 피어났으면 좋겠다.그렇게 소담스레 피어난 너의 희망이 오래도록 지지 않은 채 짙은 향기를 마음껏 뿜어내었으면 좋겠다.by 네고막을책임져도될까?",Jayes,when it's not okay
https://img.youtube.com/vi/e0DmU2_SsSM/maxresdefault.jpg,지친 너에게 잔잔한 위로를,"#팝송추천 #플레이리스트 #노래추천 가끔은 너의 인생이 너무 벅차 주저앉고 싶을지도 모르겠다.끊임없이 몰아치는 인생의 시련들.그 속에서 너는, 마치 금방이라도 쓰러질 것 같은 팽이처럼 위태롭게 버티고 있는지도 모르겠다.그래, 시련은 성난 파도와 같아서 매몰차게 너에게로 밀려 들어오겠지.때로는 해일처럼 밀려오는 시련에, 깊은 절망의 한복판으로 가라앉아 버릴 때도 있겠지.애써 피해보려 하지만 결코 피할 수 없는 인생의 시련들.하지만, 그렇게 두려움에 떨면서도 이내 발걸음을 옮기는 너.진정한 용기란 두려움을 느끼지 않는 것이 아니라,두려움 속에서도 물러나지 않는 것임을 너는 알기에.그 안개가 자욱한 길 속에서도 더듬 더듬 주위를 짚으며 조심히 한 걸음 또 한 걸음을 내딛다 보면, 어느새 안개는 말끔히 걷히고 놀랍도록 아름다운 광경들이 선명히 드러날 것을 너는 분명히 알고 있기에.태풍이 헤집고 지나간 자리도 결국엔 다시 새로운 생명이 피어나듯, 시련이 비집고 지나간 너에게도 다시금 새로운 희망이 피어났으면 좋겠다.그렇게 소담스레 피어난 너의 희망이 오래도록 지지 않은 채 짙은 향기를 마음껏 뿜어내었으면 좋겠다.by 네고막을책임져도될까?",The Paper Kites,Only One
https://img.youtube.com/vi/e0DmU2_SsSM/maxresdefault.jpg,지친 너에게 잔잔한 위로를,"#팝송추천 #플레이리스트 #노래추천 가끔은 너의 인생이 너무 벅차 주저앉고 싶을지도 모르겠다.끊임없이 몰아치는 인생의 시련들.그 속에서 너는, 마치 금방이라도 쓰러질 것 같은 팽이처럼 위태롭게 버티고 있는지도 모르겠다.그래, 시련은 성난 파도와 같아서 매몰차게 너에게로 밀려 들어오겠지.때로는 해일처럼 밀려오는 시련에, 깊은 절망의 한복판으로 가라앉아 버릴 때도 있겠지.애써 피해보려 하지만 결코 피할 수 없는 인생의 시련들.하지만, 그렇게 두려움에 떨면서도 이내 발걸음을 옮기는 너.진정한 용기란 두려움을 느끼지 않는 것이 아니라,두려움 속에서도 물러나지 않는 것임을 너는 알기에.그 안개가 자욱한 길 속에서도 더듬 더듬 주위를 짚으며 조심히 한 걸음 또 한 걸음을 내딛다 보면, 어느새 안개는 말끔히 걷히고 놀랍도록 아름다운 광경들이 선명히 드러날 것을 너는 분명히 알고 있기에.태풍이 헤집고 지나간 자리도 결국엔 다시 새로운 생명이 피어나듯, 시련이 비집고 지나간 너에게도 다시금 새로운 희망이 피어났으면 좋겠다.그렇게 소담스레 피어난 너의 희망이 오래도록 지지 않은 채 짙은 향기를 마음껏 뿜어내었으면 좋겠다.by 네고막을책임져도될까?",Mokita,Clear Eyes
https://img.youtube.com/vi/e0DmU2_SsSM/maxresdefault.jpg,지친 너에게 잔잔한 위로를,"#팝송추천 #플레이리스트 #노래추천 가끔은 너의 인생이 너무 벅차 주저앉고 싶을지도 모르겠다.끊임없이 몰아치는 인생의 시련들.그 속에서 너는, 마치 금방이라도 쓰러질 것 같은 팽이처럼 위태롭게 버티고 있는지도 모르겠다.그래, 시련은 성난 파도와 같아서 매몰차게 너에게로 밀려 들어오겠지.때로는 해일처럼 밀려오는 시련에, 깊은 절망의 한복판으로 가라앉아 버릴 때도 있겠지.애써 피해보려 하지만 결코 피할 수 없는 인생의 시련들.하지만, 그렇게 두려움에 떨면서도 이내 발걸음을 옮기는 너.진정한 용기란 두려움을 느끼지 않는 것이 아니라,두려움 속에서도 물러나지 않는 것임을 너는 알기에.그 안개가 자욱한 길 속에서도 더듬 더듬 주위를 짚으며 조심히 한 걸음 또 한 걸음을 내딛다 보면, 어느새 안개는 말끔히 걷히고 놀랍도록 아름다운 광경들이 선명히 드러날 것을 너는 분명히 알고 있기에.태풍이 헤집고 지나간 자리도 결국엔 다시 새로운 생명이 피어나듯, 시련이 비집고 지나간 너에게도 다시금 새로운 희망이 피어났으면 좋겠다.그렇게 소담스레 피어난 너의 희망이 오래도록 지지 않은 채 짙은 향기를 마음껏 뿜어내었으면 좋겠다.by 네고막을책임져도될까?",hongjoin,If Venice Can Sink
https://img.youtube.com/vi/e0DmU2_SsSM/maxresdefault.jpg,지친 너에게 잔잔한 위로를,"#팝송추천 #플레이리스트 #노래추천 가끔은 너의 인생이 너무 벅차 주저앉고 싶을지도 모르겠다.끊임없이 몰아치는 인생의 시련들.그 속에서 너는, 마치 금방이라도 쓰러질 것 같은 팽이처럼 위태롭게 버티고 있는지도 모르겠다.그래, 시련은 성난 파도와 같아서 매몰차게 너에게로 밀려 들어오겠지.때로는 해일처럼 밀려오는 시련에, 깊은 절망의 한복판으로 가라앉아 버릴 때도 있겠지.애써 피해보려 하지만 결코 피할 수 없는 인생의 시련들.하지만, 그렇게 두려움에 떨면서도 이내 발걸음을 옮기는 너.진정한 용기란 두려움을 느끼지 않는 것이 아니라,두려움 속에서도 물러나지 않는 것임을 너는 알기에.그 안개가 자욱한 길 속에서도 더듬 더듬 주위를 짚으며 조심히 한 걸음 또 한 걸음을 내딛다 보면, 어느새 안개는 말끔히 걷히고 놀랍도록 아름다운 광경들이 선명히 드러날 것을 너는 분명히 알고 있기에.태풍이 헤집고 지나간 자리도 결국엔 다시 새로운 생명이 피어나듯, 시련이 비집고 지나간 너에게도 다시금 새로운 희망이 피어났으면 좋겠다.그렇게 소담스레 피어난 너의 희망이 오래도록 지지 않은 채 짙은 향기를 마음껏 뿜어내었으면 좋겠다.by 네고막을책임져도될까?",Micah Yoo,It's Just Not That Deep
